id,mail_id,mobile_number,query_heading,query_description,query_created_time,status,query_closed_time
13317,lsoto@example.net,7374359939,Bug Report,Filter not retaining after refresh.,2025-07-16 00:00:00,Closed,2025-08-01 00:00:00
13316,khenderson@example.com,1406336011,UI Feedback,Alignment issues in forms.,2025-03-15 00:00:00,Closed,2025-03-22 00:00:00
13315,jared86@example.net,9508976888,Feature Request,Please add support for dark mode.,2025-06-07 00:00:00,Closed,2025-06-18 00:00:00
13314,klong@example.net,1343790982,UI Feedback,Buttons overlap on smaller screens.,2025-06-23 00:00:00,Closed,2025-06-27 00:00:00
13313,aclayton@example.net,7749352233,Login Issue,Two-factor authentication is not sending code.,2025-05-31 00:00:00,Closed,2025-06-02 00:00:00
13312,jaclyn96@example.net,3406153419,UI Feedback,Too many clicks to perform actions.,2025-05-13 00:00:00,Closed,2025-05-16 00:00:00
13311,kpatton@example.com,4959907240,Feature Request,Save filter views for reuse.,2025-07-24 00:00:00,Closed,2025-07-31 00:00:00
13310,landerson@example.org,3660296969,Feature Request,Suggesting calendar integration.,2025-05-09 00:00:00,Closed,2025-05-19 00:00:00
13309,leslie19@example.com,5085518117,UI Feedback,Text is too small on mobile.,2025-03-29 00:00:00,Closed,2025-04-06 00:00:00
13308,mhall@example.net,6799837066,Payment Failure,Charged twice for one payment.,2025-03-15 00:00:00,Closed,2025-03-17 00:00:00
13307,perezryan@example.net,2569106558,Login Issue,Forgot my password and reset isn’t working.,2025-05-30 00:00:00,Closed,2025-05-31 00:00:00
13306,lindsaygross@example.org,8231434473,Data Export,Export button missing from UI.,2025-05-08 00:00:00,Closed,2025-05-16 00:00:00
13305,robbinsjessica@example.com,4974414872,Feature Request,Can you include language translation?,2025-07-12 00:00:00,Closed,2025-07-15 00:00:00
13304,ryanwest@example.net,730666498,Data Export,Auto-export not working on Fridays.,2025-05-21 00:00:00,Closed,2025-05-22 00:00:00
13303,rcalderon@example.org,2736465945,Billing Problem,Bill shows usage I didn’t make.,2025-02-20 00:00:00,Closed,2025-02-28 00:00:00
13302,patrickcarney@example.com,4884184824,Account Suspension,Can I restore my data after suspension?,2025-03-09 00:00:00,Closed,2025-03-12 00:00:00
13301,keith12@example.org,4844664419,UI Feedback,Font inconsistent across pages.,2025-06-05 00:00:00,Closed,2025-06-15 00:00:00
13300,ycastillo@example.net,4067317428,Subscription Cancellation,Received cancellation email but charged again.,2025-03-22 00:00:00,Closed,2025-03-29 00:00:00
13299,fwilliams@example.net,4536201019,Feature Request,Ability to bulk edit entries needed.,2025-03-24 00:00:00,Closed,2025-03-25 00:00:00
13298,breed@example.org,2204826025,UI Feedback,Too many clicks to perform actions.,2025-02-17 00:00:00,Closed,2025-02-20 00:00:00
13297,kenneth13@example.org,6877857540,Bug Report,Unable to delete old entries.,2025-03-31 00:00:00,Closed,2025-04-07 00:00:00
13296,aprilgilmore@example.org,9213391509,Feature Request,Please add support for dark mode.,2025-03-20 00:00:00,Closed,2025-03-21 00:00:00
13295,teresa90@example.org,3199500706,Feature Request,Save filter views for reuse.,2025-02-26 00:00:00,Closed,2025-03-01 00:00:00
13294,nhunt@example.net,1014753006,Data Export,Export email not received.,2025-06-23 00:00:00,Closed,2025-07-03 00:00:00
13293,mhicks@example.org,4830478672,Payment Failure,Need confirmation after retry.,2025-04-29 00:00:00,Closed,2025-05-06 00:00:00
13292,smithkaren@example.org,9376603414,Data Export,Export email not received.,2025-07-18 00:00:00,Closed,2025-07-22 00:00:00
13291,rodneylopez@example.com,8396722362,Feature Request,Provide more chart types in dashboard.,2025-07-14 00:00:00,Closed,2025-07-15 00:00:00
13290,cassiebriggs@example.com,8080987770,Feature Request,Request feature to duplicate projects.,2025-04-23 00:00:00,Closed,2025-04-25 00:00:00
13289,panderson@example.org,2468960614,Login Issue,Captcha keeps looping during login.,2025-05-13 00:00:00,Closed,2025-05-19 00:00:00
13288,barbara51@example.org,4820293183,Technical Support,Slow performance during peak hours.,2025-04-09 00:00:00,Closed,2025-04-10 00:00:00
13287,longcrystal@example.net,3902751686,Feature Request,Can we have auto-save for drafts?,2025-03-10 00:00:00,Opened,0001-01-01 00:00:00
13286,landrydawn@example.net,7137057486,Login Issue,Login working on browser but not app.,2025-04-24 00:00:00,Closed,2025-05-03 00:00:00
13285,bethanyjimenez@example.com,8126831901,Payment Failure,Payment failed due to card error.,2025-02-06 00:00:00,Closed,2025-02-13 00:00:00
13284,downscharles@example.org,8015101281,Login Issue,Forgot my password and reset isn’t working.,2025-04-02 00:00:00,Closed,2025-04-08 00:00:00
13283,kylepotter@example.com,7730612261,UI Feedback,Text is too small on mobile.,2025-06-18 00:00:00,Closed,2025-06-20 00:00:00
13282,elizabeth80@example.org,3255876650,Bug Report,Back button doesn’t work.,2025-07-04 00:00:00,Closed,2025-07-07 00:00:00
13281,mark51@example.com,3330278208,Technical Support,Cannot upload files to cloud.,2025-04-27 00:00:00,Closed,2025-05-03 00:00:00
13280,washingtonjonathan@example.org,2163336167,Account Suspension,Need reason for my suspension.,2025-06-14 00:00:00,Closed,2025-06-24 00:00:00
13279,thomasmaxwell@example.net,8955508734,Data Export,Export feature is not generating files.,2025-06-22 00:00:00,Closed,2025-06-25 00:00:00
13278,bensonterry@example.org,5472807894,Subscription Cancellation,Wrong account cancelled.,2025-04-12 00:00:00,Closed,2025-04-15 00:00:00
13277,martinezalex@example.net,2664506860,Account Suspension,Unjustified account suspension request.,2025-02-15 00:00:00,Closed,2025-02-28 00:00:00
13276,danielle38@example.org,7351120781,Payment Failure,Promo code not working during payment.,2025-06-30 00:00:00,Closed,2025-07-06 00:00:00
13275,jamesgarcia@example.net,5436983135,Login Issue,Getting 'user not found' even with valid ID.,2025-02-11 00:00:00,Closed,2025-02-13 00:00:00
13274,christopher26@example.org,4187086432,Account Suspension,Unjustified account suspension request.,2025-05-27 00:00:00,Closed,2025-06-11 00:00:00
13273,owilliamson@example.net,6415753900,Data Export,Export button missing from UI.,2025-07-04 00:00:00,Closed,2025-07-16 00:00:00
13272,juliahernandez@example.com,6299164853,UI Feedback,Graphs too compressed on mobile view.,2025-05-24 00:00:00,Closed,2025-05-28 00:00:00
13271,thomas06@example.com,8816662492,Payment Failure,Need GST invoice after payment.,2025-05-26 00:00:00,Closed,2025-05-31 00:00:00
13270,mitchellteresa@example.com,9269173852,Data Export,Charts not included in report export.,2025-03-02 00:00:00,Closed,2025-03-13 00:00:00
13269,mturner@example.org,5629977118,Login Issue,Cannot log in on mobile app.,2025-02-03 00:00:00,Closed,2025-02-07 00:00:00
13268,matthew56@example.com,8455003367,UI Feedback,Error messages not clear enough.,2025-05-06 00:00:00,Closed,2025-05-11 00:00:00
13267,xmoran@example.org,887649163,Bug Report,Filter not retaining after refresh.,2025-06-03 00:00:00,Closed,2025-06-22 00:00:00
13266,richardnorris@example.net,9811412227,Technical Support,Feature working on web but not mobile.,2025-07-25 00:00:00,Closed,2025-08-08 00:00:00
13265,kathleengriffin@example.com,1760902158,Technical Support,App crashes after update.,2025-07-27 00:00:00,Closed,2025-07-31 00:00:00
13264,jessicaleon@example.org,5498991026,Login Issue,Login working on browser but not app.,2025-02-16 00:00:00,Closed,2025-02-22 00:00:00
13263,ageorge@example.org,3495495852,Bug Report,Color scheme inconsistent.,2025-06-10 00:00:00,Closed,2025-06-11 00:00:00
13262,pgraves@example.org,6196832937,Payment Failure,Payment gateway not redirecting.,2025-05-01 00:00:00,Closed,2025-05-03 00:00:00
13261,ydaniels@example.com,7195624312,Feature Request,Can you include language translation?,2025-04-02 00:00:00,Closed,2025-04-05 00:00:00
13260,kevin46@example.org,9896553932,Login Issue,Account locked after failed attempts.,2025-03-13 00:00:00,Closed,2025-03-27 00:00:00
13259,petercastillo@example.com,5563781923,Subscription Cancellation,Still charged after cancellation.,2025-04-06 00:00:00,Opened,0001-01-01 00:00:00
13258,athomas@example.org,7086275860,UI Feedback,Color scheme hard to read in sunlight.,2025-07-21 00:00:00,Closed,2025-07-22 00:00:00
13257,gcurtis@example.net,6016586435,UI Feedback,Table headers not sticky.,2025-05-27 00:00:00,Closed,2025-06-13 00:00:00
13256,maria65@example.org,5658309964,Technical Support,Cannot upload files to cloud.,2025-03-10 00:00:00,Closed,2025-03-13 00:00:00
13255,ricardo52@example.org,2735467863,Data Export,Need monthly data dump in CSV.,2025-06-24 00:00:00,Closed,2025-07-06 00:00:00
13254,meghan76@example.org,3535013671,Account Suspension,Can’t access services due to ban.,2025-01-31 00:00:00,Closed,2025-02-07 00:00:00
13253,rwest@example.net,3631977502,Payment Failure,Need GST invoice after payment.,2025-06-23 00:00:00,Closed,2025-07-03 00:00:00
13252,iholloway@example.net,7989345568,Feature Request,Multi-user role system would help.,2025-03-14 00:00:00,Closed,2025-03-28 00:00:00
13251,sfreeman@example.net,5829551191,Technical Support,Feature working on web but not mobile.,2025-03-20 00:00:00,Closed,2025-03-24 00:00:00
13250,julie53@example.com,3382183726,Bug Report,Chart not updating after data refresh.,2025-05-08 00:00:00,Closed,2025-05-10 00:00:00
13249,wardbrittany@example.net,2306984040,Account Suspension,"Got auto-ban, never violated terms.",2025-02-09 00:00:00,Closed,2025-02-15 00:00:00
13248,hgoodwin@example.com,2671445716,Billing Problem,Incorrect tax calculations.,2025-03-18 00:00:00,Closed,2025-03-25 00:00:00
13247,stephaniecarter@example.net,5210619500,Bug Report,Blank screen after form submission.,2025-07-20 00:00:00,Closed,2025-08-01 00:00:00
13246,raybrown@example.com,4602029839,Bug Report,Form validation not working properly.,2025-05-25 00:00:00,Closed,2025-05-30 00:00:00
13245,justinavery@example.net,6975774514,Billing Problem,Incorrect tax calculations.,2025-07-17 00:00:00,Closed,2025-07-30 00:00:00
13244,wmcintyre@example.net,1874352910,Bug Report,Search bar resets randomly.,2025-02-12 00:00:00,Closed,2025-02-14 00:00:00
13243,phillipdiaz@example.com,9209443989,Feature Request,Need in-app video tutorials.,2025-04-09 00:00:00,Closed,2025-04-11 00:00:00
13242,loriwolf@example.com,4412382180,Login Issue,Unable to login with correct credentials.,2025-06-07 00:00:00,Closed,2025-06-08 00:00:00
13241,cruzscott@example.org,2311904859,Bug Report,Filter not retaining after refresh.,2025-05-16 00:00:00,Closed,2025-05-18 00:00:00
13240,chase47@example.com,6958241901,Bug Report,Dropdown not loading values.,2025-07-18 00:00:00,Closed,2025-07-23 00:00:00
13239,walkerdanny@example.com,4456600303,Login Issue,Error 401 appearing on login.,2025-07-23 00:00:00,Closed,2025-07-24 00:00:00
13238,nrogers@example.org,3455053183,Login Issue,Account seems to be disabled.,2025-02-25 00:00:00,Closed,2025-03-05 00:00:00
13237,gmclaughlin@example.net,9479211623,Technical Support,Settings not saving properly.,2025-07-14 00:00:00,Closed,2025-07-25 00:00:00
13236,johnsonjoshua@example.net,852302961,UI Feedback,Dropdowns too close together.,2025-03-23 00:00:00,Closed,2025-03-24 00:00:00
13235,william57@example.com,7377467179,Billing Problem,Duplicate transaction found.,2025-07-27 00:00:00,Closed,2025-08-11 00:00:00
13234,stuartsarah@example.org,3026503334,Subscription Cancellation,Data wiped immediately after cancel.,2025-02-12 00:00:00,Closed,2025-02-13 00:00:00
13233,plopez@example.org,3218700866,Account Suspension,Suspension mail was too vague.,2025-07-17 00:00:00,Closed,2025-07-20 00:00:00
13232,bsmith@example.com,1794022928,Data Export,Data export not matching preview.,2025-03-12 00:00:00,Closed,2025-03-13 00:00:00
13231,brandimercado@example.com,7497997176,Feature Request,Need voice assistant for dashboard.,2025-04-11 00:00:00,Closed,2025-04-23 00:00:00
13230,charlessmith@example.net,1782545650,UI Feedback,Font inconsistent across pages.,2025-02-08 00:00:00,Closed,2025-02-14 00:00:00
13229,john27@example.org,8386874909,Feature Request,Multi-user role system would help.,2025-07-14 00:00:00,Closed,2025-07-15 00:00:00
13228,stephaniebooth@example.com,4097835230,Login Issue,Login working on browser but not app.,2025-04-02 00:00:00,Closed,2025-04-04 00:00:00
13227,rgarcia@example.net,5159435869,Technical Support,Can’t sync data across devices.,2025-07-25 00:00:00,Closed,2025-08-05 00:00:00
13226,jasoncampos@example.net,2114007592,Bug Report,Tab focus jumps incorrectly.,2025-07-07 00:00:00,Closed,2025-07-10 00:00:00
13225,thompsonmary@example.com,2356396394,Bug Report,Chart not updating after data refresh.,2025-03-16 00:00:00,Closed,2025-03-22 00:00:00
13224,sallen@example.org,6584154053,Billing Problem,Unable to update billing address.,2025-06-21 00:00:00,Closed,2025-07-02 00:00:00
13223,joshuasmith@example.net,9430943920,Login Issue,Redirect loop after logging in.,2025-03-10 00:00:00,Closed,2025-03-11 00:00:00
13222,kevin86@example.org,4557881668,Bug Report,Chart not updating after data refresh.,2025-07-24 00:00:00,Closed,2025-08-02 00:00:00
13221,andrefrazier@example.net,1190384629,Feature Request,Requesting PDF report generation.,2025-06-28 00:00:00,Closed,2025-06-29 00:00:00
13220,khughes@example.com,1423636687,Bug Report,Blank screen after form submission.,2025-06-01 00:00:00,Closed,2025-06-05 00:00:00
13219,jessicadean@example.org,7651947730,Payment Failure,Payment success mail delayed.,2025-04-18 00:00:00,Closed,2025-04-19 00:00:00
13218,pittsstephanie@example.com,7146733834,Feature Request,Provide more chart types in dashboard.,2025-04-26 00:00:00,Closed,2025-04-27 00:00:00
13217,stricklandjonathan@example.com,1436651984,Account Suspension,Received policy violation but unclear why.,2025-05-01 00:00:00,Closed,2025-05-02 00:00:00
13216,brandon76@example.net,1586693468,Subscription Cancellation,Was offered discount after cancel — still charged full.,2025-06-06 00:00:00,Closed,2025-06-16 00:00:00
13215,shepherdrandy@example.net,2011420325,UI Feedback,Filter section takes too much space.,2025-03-11 00:00:00,Closed,2025-03-13 00:00:00
13214,timothybanks@example.org,2381920805,UI Feedback,Text is too small on mobile.,2025-03-29 00:00:00,Closed,2025-04-04 00:00:00
13213,petersangela@example.org,1858300499,Login Issue,Two-factor authentication is not sending code.,2025-04-12 00:00:00,Closed,2025-04-16 00:00:00
13212,matthewgarcia@example.com,4643400813,UI Feedback,Sidebar hides important links.,2025-03-30 00:00:00,Closed,2025-04-01 00:00:00
13211,ksmith@example.org,2461199235,Bug Report,Unable to delete old entries.,2025-07-10 00:00:00,Closed,2025-07-11 00:00:00
13210,catherinecox@example.org,1608352346,Billing Problem,Need clarification on currency charges.,2025-05-20 00:00:00,Closed,2025-05-30 00:00:00
13209,elizabeth19@example.org,9081813240,Subscription Cancellation,Can’t contact support post cancellation.,2025-01-29 00:00:00,Closed,2025-02-01 00:00:00
13208,kennethhuang@example.org,5605676947,Payment Failure,EMI option not available anymore.,2025-05-10 00:00:00,Closed,2025-05-16 00:00:00
13207,elizabeth29@example.com,5680824824,Bug Report,Dropdown not loading values.,2025-02-19 00:00:00,Closed,2025-02-24 00:00:00
13206,nathanjohnson@example.org,1542792838,UI Feedback,Table headers not sticky.,2025-05-03 00:00:00,Closed,2025-05-04 00:00:00
13205,grayrandy@example.net,1081482520,Subscription Cancellation,Need proof of cancellation for records.,2025-03-24 00:00:00,Closed,2025-04-02 00:00:00
13204,matthewgonzalez@example.com,1586673394,Login Issue,Login button is unresponsive.,2025-07-03 00:00:00,Closed,2025-07-05 00:00:00
13203,patrickdavis@example.net,4982632914,Account Suspension,Unjustified account suspension request.,2025-06-14 00:00:00,Closed,2025-06-25 00:00:00
13202,laura56@example.com,7926124139,Payment Failure,Payment success mail delayed.,2025-06-06 00:00:00,Closed,2025-06-21 00:00:00
13201,pharris@example.org,8433333232,Payment Failure,Need GST invoice after payment.,2025-02-20 00:00:00,Closed,2025-02-21 00:00:00
13200,nthompson@example.org,4902897533,Billing Problem,Unable to update billing address.,2025-05-06 00:00:00,Closed,2025-05-08 00:00:00
13199,emily43@example.org,6912263795,Technical Support,Error 500 on accessing dashboard.,2025-04-04 00:00:00,Closed,2025-04-07 00:00:00
13198,imccoy@example.com,8847858417,Subscription Cancellation,App locked after cancellation.,2025-02-26 00:00:00,Closed,2025-03-05 00:00:00
13197,smithrobert@example.org,4441058483,Account Suspension,Can I restore my data after suspension?,2025-05-08 00:00:00,Closed,2025-05-11 00:00:00
13196,burnsedwin@example.org,1658821616,Feature Request,Add folder structure to organize data.,2025-07-01 00:00:00,Closed,2025-07-11 00:00:00
13195,nduffy@example.net,8616060762,UI Feedback,Font inconsistent across pages.,2025-05-09 00:00:00,Closed,2025-05-11 00:00:00
13194,jamesmartinez@example.org,3277209441,Subscription Cancellation,Can’t contact support post cancellation.,2025-06-02 00:00:00,Closed,2025-06-05 00:00:00
13193,oshepherd@example.net,504671845,Payment Failure,Payment shows success but app locked.,2025-05-01 00:00:00,Closed,2025-05-06 00:00:00
13192,gregory65@example.net,8426373815,Payment Failure,Need GST invoice after payment.,2025-04-09 00:00:00,Closed,2025-04-23 00:00:00
13191,garciadanielle@example.com,4924880546,Account Suspension,Can I restore my data after suspension?,2025-07-05 00:00:00,Closed,2025-07-17 00:00:00
13190,annawilliams@example.org,6841933287,Data Export,Export email not received.,2025-05-01 00:00:00,Closed,2025-05-12 00:00:00
13189,sarah92@example.org,7685805479,Account Suspension,Suspension mail was too vague.,2025-05-22 00:00:00,Closed,2025-05-25 00:00:00
13188,mcmillanheather@example.org,2751837871,Data Export,Data export not matching preview.,2025-04-17 00:00:00,Closed,2025-04-21 00:00:00
13187,zporter@example.net,9059361035,Billing Problem,Amount charged doesn’t match pricing plan.,2025-02-27 00:00:00,Closed,2025-03-02 00:00:00
13186,nortonbeth@example.com,7052530312,Login Issue,Login button is unresponsive.,2025-03-21 00:00:00,Closed,2025-04-05 00:00:00
13185,alexishansen@example.org,1804314421,Login Issue,Forgot my password and reset isn’t working.,2025-06-14 00:00:00,Closed,2025-06-27 00:00:00
13184,morenonathaniel@example.com,1052397822,Data Export,Exported Excel has broken formatting.,2025-07-20 00:00:00,Closed,2025-08-01 00:00:00
13183,phelpsvanessa@example.com,233886799,Account Suspension,Need reason for my suspension.,2025-07-11 00:00:00,Closed,2025-07-29 00:00:00
13182,kelseymartin@example.com,2296912371,UI Feedback,Font inconsistent across pages.,2025-06-07 00:00:00,Closed,2025-06-11 00:00:00
13181,boliver@example.org,9247549096,Billing Problem,Charged extra on my last invoice.,2025-06-18 00:00:00,Closed,2025-06-23 00:00:00
13180,sylvia18@example.net,4592583884,Data Export,Can’t schedule data export.,2025-03-11 00:00:00,Closed,2025-03-12 00:00:00
13179,richard55@example.org,6421549121,Technical Support,Getting JSON decode error.,2025-06-04 00:00:00,Closed,2025-06-08 00:00:00
13178,okeller@example.net,4577159659,Technical Support,Download button is inactive.,2025-03-14 00:00:00,Closed,2025-03-17 00:00:00
13177,karenrichardson@example.net,3535907493,Feature Request,Add AI auto-suggestions for forms.,2025-05-16 00:00:00,Closed,2025-05-19 00:00:00
13176,joshua02@example.com,8274675565,Payment Failure,Bank transaction shows pending.,2025-04-12 00:00:00,Opened,0001-01-01 00:00:00
13175,shawbrandy@example.org,4761895892,Data Export,Export button missing from UI.,2025-06-16 00:00:00,Closed,2025-06-25 00:00:00
13174,tammy79@example.net,9619308352,Technical Support,Slow performance during peak hours.,2025-06-09 00:00:00,Closed,2025-06-17 00:00:00
13173,brownchelsea@example.net,4108455471,Subscription Cancellation,Cancelled but dashboard shows active.,2025-03-20 00:00:00,Closed,2025-03-28 00:00:00
13172,tinamercado@example.net,4368180841,Bug Report,Form validation not working properly.,2025-04-01 00:00:00,Closed,2025-04-06 00:00:00
13171,brandonsimon@example.org,5944798309,Account Suspension,My account was suspended without notice.,2025-06-25 00:00:00,Closed,2025-06-30 00:00:00
13170,torresann@example.com,3850462928,Technical Support,Graphs not rendering properly.,2025-03-10 00:00:00,Closed,2025-03-14 00:00:00
13169,ydavis@example.com,33810510,Technical Support,Graphs not rendering properly.,2025-03-01 00:00:00,Closed,2025-03-05 00:00:00
13168,carlosparker@example.org,5325846192,Feature Request,Add folder structure to organize data.,2025-06-03 00:00:00,Closed,2025-06-08 00:00:00
13167,zbaldwin@example.org,8537983895,Billing Problem,Promo code was not applied.,2025-03-06 00:00:00,Closed,2025-03-15 00:00:00
13166,xbrown@example.net,4795446943,Feature Request,Provide more chart types in dashboard.,2025-04-03 00:00:00,Closed,2025-04-06 00:00:00
13165,perry33@example.org,8937528389,Subscription Cancellation,Want refund for unused days.,2025-04-27 00:00:00,Closed,2025-05-05 00:00:00
13164,salvarez@example.net,5926288219,Billing Problem,Invoice PDF is missing this month.,2025-02-03 00:00:00,Closed,2025-02-07 00:00:00
13163,charlesbrown@example.com,5886342581,Account Suspension,Can I restore my data after suspension?,2025-04-30 00:00:00,Closed,2025-05-02 00:00:00
13162,kellycordova@example.net,4230883985,Payment Failure,Promo code not working during payment.,2025-05-19 00:00:00,Closed,2025-05-29 00:00:00
13161,alvaradoalexander@example.net,5741269640,Feature Request,Include a mobile-first UI option.,2025-07-24 00:00:00,Closed,2025-07-25 00:00:00
13160,gsmith@example.net,3492052317,Subscription Cancellation,Wrong account cancelled.,2025-04-06 00:00:00,Closed,2025-04-08 00:00:00
13159,barnettalbert@example.net,2983210466,Login Issue,Getting 'user not found' even with valid ID.,2025-03-17 00:00:00,Closed,2025-03-22 00:00:00
13158,emyers@example.com,9842558999,Account Suspension,Need reason for my suspension.,2025-02-16 00:00:00,Closed,2025-02-17 00:00:00
13157,christine62@example.com,6686183463,Feature Request,Save filter views for reuse.,2025-04-29 00:00:00,Closed,2025-05-02 00:00:00
13156,harrisonlisa@example.net,9906521865,Account Suspension,How do I appeal a suspension?,2025-03-23 00:00:00,Closed,2025-04-01 00:00:00
13155,duncanchelsea@example.org,9628750609,Feature Request,Would like push notifications for updates.,2025-07-26 00:00:00,Closed,2025-08-10 00:00:00
13154,laura68@example.net,9733369827,Technical Support,White screen on startup.,2025-02-13 00:00:00,Closed,2025-02-20 00:00:00
13153,pgray@example.com,8907123305,Data Export,Time range in export is incorrect.,2025-02-24 00:00:00,Closed,2025-03-06 00:00:00
13152,dgallagher@example.com,2477456634,Feature Request,Can we have auto-save for drafts?,2025-06-13 00:00:00,Closed,2025-06-20 00:00:00
13151,lewisjohn@example.com,1840652074,Bug Report,Exported file missing columns.,2025-02-19 00:00:00,Closed,2025-02-24 00:00:00
13150,john81@example.com,2744942738,Bug Report,Exported file missing columns.,2025-04-22 00:00:00,Closed,2025-04-24 00:00:00
13149,brandy79@example.com,8910505148,Technical Support,Cannot upload files to cloud.,2025-03-13 00:00:00,Closed,2025-03-14 00:00:00
13148,pjefferson@example.com,6255417302,Account Suspension,"Got auto-ban, never violated terms.",2025-06-10 00:00:00,Closed,2025-06-11 00:00:00
13147,zcooper@example.org,4756175966,Subscription Cancellation,Accidentally cancelled wrong plan.,2025-03-18 00:00:00,Closed,2025-03-19 00:00:00
13146,fitzgeraldangela@example.com,402412678,Bug Report,Filter not retaining after refresh.,2025-04-21 00:00:00,Closed,2025-04-23 00:00:00
13145,zbowman@example.org,9209433576,Payment Failure,Promo code not working during payment.,2025-06-18 00:00:00,Closed,2025-06-19 00:00:00
13144,jasondickson@example.com,2083944846,Feature Request,Include a mobile-first UI option.,2025-06-20 00:00:00,Closed,2025-06-26 00:00:00
13143,williamschristopher@example.com,4864519980,Subscription Cancellation,Cancelled but dashboard shows active.,2025-06-15 00:00:00,Closed,2025-06-30 00:00:00
13142,fspencer@example.net,4919793631,Bug Report,Back button doesn’t work.,2025-04-29 00:00:00,Closed,2025-05-05 00:00:00
13141,adriennelong@example.com,4576055752,Payment Failure,UPI transaction timed out.,2025-05-25 00:00:00,Closed,2025-05-31 00:00:00
13140,erika29@example.org,8857159318,UI Feedback,Font inconsistent across pages.,2025-04-23 00:00:00,Closed,2025-04-24 00:00:00
13139,adkinssarah@example.com,7343802088,Bug Report,Reports section not opening.,2025-06-08 00:00:00,Closed,2025-06-13 00:00:00
13138,joseph27@example.net,6255428773,Billing Problem,Need clarification on currency charges.,2025-03-16 00:00:00,Closed,2025-03-18 00:00:00
13137,michelle37@example.com,8863582897,Data Export,Fields are missing in exported report.,2025-05-10 00:00:00,Closed,2025-05-11 00:00:00
13136,marco45@example.org,7510469567,Payment Failure,Charged twice for one payment.,2025-04-15 00:00:00,Closed,2025-04-16 00:00:00
13135,timothy56@example.com,3642201476,Bug Report,Reports section not opening.,2025-07-09 00:00:00,Closed,2025-07-16 00:00:00
13134,lisaschmidt@example.net,980869644,Account Suspension,Can I restore my data after suspension?,2025-05-05 00:00:00,Closed,2025-05-14 00:00:00
13133,ashley88@example.net,8068317916,Subscription Cancellation,Can’t contact support post cancellation.,2025-04-10 00:00:00,Closed,2025-04-11 00:00:00
13132,gsullivan@example.com,8384146398,Payment Failure,Wrong currency charged.,2025-05-05 00:00:00,Closed,2025-05-06 00:00:00
13131,eric80@example.com,367185252,Bug Report,Sidebar collapses on scroll.,2025-06-24 00:00:00,Closed,2025-06-30 00:00:00
13130,dicksonstephanie@example.net,7315478251,Subscription Cancellation,Need proof of cancellation for records.,2025-03-19 00:00:00,Closed,2025-03-22 00:00:00
13129,susanroach@example.org,9275224361,Technical Support,Slow performance during peak hours.,2025-02-21 00:00:00,Closed,2025-02-23 00:00:00
13128,leah81@example.org,6809876907,Bug Report,Back button doesn’t work.,2025-06-17 00:00:00,Closed,2025-06-18 00:00:00
13127,hansenwilliam@example.net,205105934,Payment Failure,Payment shows success but app locked.,2025-04-04 00:00:00,Closed,2025-04-07 00:00:00
13126,bwillis@example.net,1484791685,Account Suspension,Can’t access services due to ban.,2025-02-28 00:00:00,Closed,2025-03-06 00:00:00
13125,jacqueline05@example.com,2095150784,UI Feedback,Table headers not sticky.,2025-06-24 00:00:00,Closed,2025-07-10 00:00:00
13124,mclaughlinjoseph@example.net,2566409721,Feature Request,Can you include language translation?,2025-05-24 00:00:00,Closed,2025-06-01 00:00:00
13123,christina54@example.org,667114270,Account Suspension,Need reason for my suspension.,2025-06-02 00:00:00,Closed,2025-06-08 00:00:00
13122,kmartin@example.org,8645952051,UI Feedback,Dropdowns too close together.,2025-05-24 00:00:00,Closed,2025-06-06 00:00:00
13121,ynewman@example.com,5670221162,Subscription Cancellation,Was offered discount after cancel — still charged full.,2025-06-07 00:00:00,Closed,2025-06-16 00:00:00
13120,butlerjoseph@example.net,3524541914,Subscription Cancellation,"Didn’t mean to cancel, can I undo?",2025-04-25 00:00:00,Closed,2025-04-27 00:00:00
13119,ikennedy@example.org,4102069954,Bug Report,Blank screen after form submission.,2025-05-10 00:00:00,Closed,2025-05-11 00:00:00
13118,rfoster@example.com,1278225695,Subscription Cancellation,Still charged after cancellation.,2025-05-02 00:00:00,Closed,2025-05-04 00:00:00
13117,htaylor@example.com,5965473769,Login Issue,Captcha keeps looping during login.,2025-06-20 00:00:00,Closed,2025-06-22 00:00:00
13116,thomascody@example.org,2724794309,Account Suspension,Terms of use were unclear.,2025-02-03 00:00:00,Closed,2025-02-06 00:00:00
13115,morrisonjason@example.net,822500345,Login Issue,Forgot my password and reset isn’t working.,2025-03-22 00:00:00,Closed,2025-03-27 00:00:00
13114,roseangela@example.net,1171630513,Account Suspension,Can I restore my data after suspension?,2025-03-06 00:00:00,Closed,2025-03-11 00:00:00
13113,mccarthyjustin@example.org,6141492094,Payment Failure,Need help with failed subscription payment.,2025-07-25 00:00:00,Closed,2025-08-02 00:00:00
13112,owenalexander@example.net,9890948068,Bug Report,Form validation not working properly.,2025-07-01 00:00:00,Closed,2025-07-08 00:00:00
13111,jamierodriguez@example.com,8004153721,Data Export,Auto-export not working on Fridays.,2025-04-10 00:00:00,Closed,2025-04-14 00:00:00
13110,twhite@example.org,5750978439,UI Feedback,Buttons overlap on smaller screens.,2025-03-10 00:00:00,Closed,2025-03-24 00:00:00
13109,jason11@example.org,9326039573,Login Issue,Login working on browser but not app.,2025-03-31 00:00:00,Closed,2025-04-05 00:00:00
